,discount,price,no of items,location,segment,sub-class,delivery type,profit
3461,0.2,439.99199999999996,1,Central,Corporate,fastfood,Second Class,164.997
3462,0.32,246.1328,2,Central,Corporate,pants,Second Class,-76.0116
3463,0.2,16.52,5,West,Corporate,tablet,Second Class,5.369
3464,0.0,141.96,2,West,Consumer,pants,Standard Class,41.1684
3465,0.2,15.88,5,East,Consumer,charger,Second Class,-3.7715
3466,0.3,396.80199999999996,7,East,Consumer,tshirts,Second Class,-11.3372
3467,0.0,32.04,3,West,Consumer,shorts,Standard Class,8.01
3468,0.0,50.12,4,West,Corporate,tablet,First Class,23.5564
3469,0.2,89.696,4,West,Corporate,headset,First Class,33.635999999999996
3470,0.2,11.696,2,Central,Corporate,tablet,Second Class,3.9474
3471,0.2,66.048,4,West,Consumer,headset,Standard Class,23.1168
3472,0.8,1.696,2,Central,Corporate,headset,Standard Class,-2.544
3473,0.4,110.97,5,East,Consumer,colddrinks,Standard Class,-24.0435
3474,0.0,17.12,4,East,Home Office,television,Second Class,4.9648
3475,0.7,9.612,6,West,Consumer,headset,Second Class,-7.3692
3476,0.5,32.985,3,South,Consumer,sweets,First Class,-1.9791
3477,0.0,33.63,3,West,Consumer,laptop,Second Class,10.089
3478,0.0,42.8,10,West,Consumer,phone,Second Class,19.26
3479,0.0,37.94,2,West,Consumer,phone,Second Class,18.2112
3480,0.2,55.104,6,South,Consumer,lighting,Standard Class,18.5976
3481,0.7,2.946,2,South,Consumer,headset,Standard Class,-2.0622
3482,0.2,27.168000000000003,4,Central,Home Office,chocolates,Standard Class,-1.3584
3483,0.0,14.94,3,East,Consumer,phone,Standard Class,7.0218
3484,0.3,206.96200000000002,2,Central,Home Office,hoodies,Standard Class,-32.5226
3485,0.8,2.544,3,Central,Home Office,headset,Standard Class,-3.8160000000000003
3486,0.8,68.81,5,Central,Home Office,battery,Standard Class,-123.85799999999999
3487,0.2,18.176,1,South,Consumer,shorts,First Class,4.7712
3488,0.8,7.98,5,Central,Corporate,headset,Standard Class,-13.167
3489,0.8,24.588,3,Central,Corporate,battery,Standard Class,-67.617
3490,0.2,5.343999999999999,2,Central,Corporate,television,Standard Class,0.7348
3491,0.4,1252.704,8,East,Consumer,hoodies,Standard Class,-480.2032
3492,0.7,11.61,2,East,Consumer,headset,Standard Class,-9.288
3493,0.0,11.52,4,East,Corporate,television,Standard Class,3.3408
3494,0.7,4.896,3,West,Consumer,headset,Second Class,-3.4272
3495,0.0,141.96,2,West,Home Office,shorts,Second Class,22.7136
3496,0.0,1323.9,5,Central,Consumer,tshirts,Standard Class,383.931
3497,0.0,106.32,3,Central,Consumer,phone,Standard Class,49.9704
3498,0.0,541.24,4,Central,Consumer,laptop,Standard Class,5.4124
3499,0.0,36.6,3,West,Consumer,shorts,Standard Class,15.372
3500,0.2,225.56799999999998,2,West,Consumer,tshirts,Standard Class,2.8196
3501,0.0,32.4,5,West,Consumer,phone,Standard Class,15.552
3502,0.0,31.08,4,West,Corporate,battery,Standard Class,8.3916
3503,0.0,777.21,7,West,Consumer,laptop,Standard Class,54.4047
3504,0.0,304.9,5,West,Consumer,laptop,Standard Class,6.098
3505,0.2,415.968,4,West,Consumer,colddrinks,Standard Class,51.996
3506,0.2,40.92,5,Central,Consumer,charger,Second Class,3.069
3507,0.0,18.9,3,West,Corporate,tablet,First Class,8.693999999999999
3508,0.6,34.504,2,Central,Corporate,shorts,Standard Class,-15.5268
3509,0.2,239.976,3,Central,Corporate,colddrinks,Standard Class,26.9973
3510,0.0,59.94,3,East,Home Office,phone,Second Class,28.1718
3511,0.0,80.96,4,West,Consumer,shorts,Standard Class,29.1456
3512,0.2,5.984,2,East,Consumer,headset,Standard Class,2.244
3513,0.0,861.76,4,East,Consumer,colddrinks,Standard Class,249.9104
3514,0.0,60.45,3,East,Corporate,television,Standard Class,16.3215
3515,0.3,344.37199999999996,4,East,Home Office,tshirts,Standard Class,-93.4724
3516,0.2,290.35200000000003,3,South,Consumer,pants,Standard Class,-36.294000000000004
3517,0.7,62.88,4,South,Consumer,headset,Standard Class,-50.303999999999995
3518,0.2,17.44,2,South,Consumer,laptop,Standard Class,1.308
3519,0.7,7.23,5,South,Consumer,headset,Standard Class,-5.784
3520,0.4,479.98800000000006,2,Central,Corporate,sweets,Standard Class,55.9986
3521,0.2,141.55200000000002,3,East,Consumer,laptop,Standard Class,-26.541
3522,0.2,63.824,2,East,Consumer,shorts,Standard Class,9.5736
3523,0.0,13.98,2,West,Home Office,chocolates,Standard Class,6.0114
3524,0.0,22.14,3,West,Home Office,shorts,Standard Class,6.4206
3525,0.0,119.04,6,West,Home Office,television,Standard Class,30.9504
3526,0.2,24.191999999999997,9,West,Home Office,headset,Standard Class,7.56
3527,0.2,572.16,3,West,Consumer,tshirts,Standard Class,35.76
3528,0.2,72.744,7,West,Consumer,colddrinks,Standard Class,-15.4581
3529,0.0,19.65,3,East,Consumer,phone,Standard Class,9.039
3530,0.0,19.46,7,West,Home Office,television,Standard Class,5.0596
3531,0.2,186.048,4,East,Corporate,pants,Standard Class,9.3024
3532,0.7,145.764,6,West,Consumer,pants,Second Class,-247.7988
3533,0.2,335.52,4,Central,Corporate,phone,Standard Class,117.432
3534,0.0,154.9,5,East,Home Office,phone,Second Class,69.705
3535,0.2,27.055999999999997,2,Central,Corporate,laptop,Standard Class,2.3674
3536,0.0,161.82,9,Central,Corporate,television,Standard Class,46.9278
3537,0.0,523.48,4,Central,Corporate,laptop,Standard Class,130.87
3538,0.1,555.21,5,Central,Corporate,battery,Standard Class,178.90099999999998
3539,0.0,301.96,2,Central,Corporate,tshirts,Standard Class,87.5684
3540,0.2,3.008,2,East,Consumer,lighting,Standard Class,0.564
3541,0.2,71.12,5,East,Consumer,shorts,Standard Class,9.779
3542,0.0,45.28,4,West,Consumer,battery,First Class,15.3952
3543,0.0,19.92,4,Central,Corporate,phone,Standard Class,9.3624
3544,0.0,8.28,2,West,Home Office,television,Standard Class,3.4776
3545,0.0,62.24,8,East,Corporate,watch,Standard Class,29.2528
3546,0.0,68.16,3,East,Corporate,shorts,Standard Class,27.9456
3547,0.0,322.59,3,East,Consumer,shorts,Standard Class,64.518
3548,0.6,151.96,5,Central,Consumer,shorts,Standard Class,-182.352
3549,0.2,647.904,6,Central,Corporate,colddrinks,Standard Class,56.6916
3550,0.2,53.92,5,Central,Corporate,laptop,Standard Class,4.044
3551,0.2,82.368,2,Central,Corporate,laptop,Standard Class,-19.5624
3552,0.2,335.52,4,Central,Consumer,phone,Standard Class,117.432
3553,0.0,1106.91,9,Central,Corporate,tshirts,Standard Class,121.7601
3554,0.2,21.48,3,Central,Consumer,chocolates,First Class,-0.2685
3555,0.8,8.783999999999999,4,Central,Consumer,headset,First Class,-13.6152
3556,0.2,21.488000000000003,2,Central,Corporate,laptop,Standard Class,1.6116
3557,0.2,98.352,3,South,Consumer,battery,First Class,9.8352
3558,0.7,6.047999999999999,7,South,Consumer,headset,First Class,-4.2336
3559,0.2,17.088,2,South,Corporate,shorts,First Class,1.068
3560,0.0,25.92,4,West,Consumer,phone,Second Class,12.4416
3561,0.0,80.96,4,West,Consumer,shorts,Second Class,29.1456
3562,0.2,681.408,12,East,Consumer,pants,Standard Class,42.588
3563,0.0,23.66,7,East,Consumer,phone,Standard Class,10.8836
3564,0.2,177.48,3,South,Consumer,colddrinks,Standard Class,19.9665
3565,0.0,71.88,2,South,Home Office,watch,Second Class,32.346
3566,0.0,17.48,2,South,Home Office,watch,Second Class,8.2156
3567,0.8,3.8819999999999997,3,Central,Home Office,headset,Second Class,-5.8229999999999995
3568,0.4,94.92,4,East,Consumer,colddrinks,Standard Class,15.82
3569,0.2,10.584000000000001,7,East,Consumer,lighting,Standard Class,-2.3814
3570,0.7,152.991,3,East,Consumer,headset,Standard Class,-122.3928
3571,0.0,56.3,2,West,Home Office,television,First Class,15.764000000000001
3572,0.2,4.303999999999999,1,West,Home Office,headset,Same Day,1.5602
3573,0.6,12.132,9,Central,Corporate,shorts,Standard Class,-8.4924
3574,0.8,23.912,2,Central,Corporate,headset,Standard Class,-40.6504
3575,0.3,446.06800000000004,4,East,Home Office,hoodies,Second Class,0.0
3576,0.0,170.98,1,East,Home Office,pants,Second Class,32.4862
3577,0.0,454.86,7,West,Consumer,laptop,Standard Class,54.5832
3578,0.0,19.44,3,West,Consumer,phone,Standard Class,9.3312
3579,0.2,3.168,2,West,Consumer,headset,Standard Class,0.99
3580,0.0,14.7,5,West,Consumer,television,Standard Class,6.615
3581,0.0,368.91,9,West,Consumer,phone,Standard Class,180.7659
3582,0.0,79.76,4,West,Consumer,shorts,Standard Class,22.3328
3583,0.0,146.73,3,West,Consumer,phone,Standard Class,68.9631
3584,0.2,91.39200000000001,8,West,Consumer,headset,Standard Class,29.7024
3585,0.2,25.824,6,West,Consumer,headset,Standard Class,9.3612
3586,0.0,38.88,6,East,Consumer,phone,Second Class,18.6624
3587,0.0,16.56,2,East,Consumer,watch,Second Class,7.7832
3588,0.0,13.12,4,East,Consumer,television,Second Class,5.6416
3589,0.0,44.1,6,East,Consumer,phone,Second Class,20.726999999999997
3590,0.2,335.744,2,South,Consumer,shorts,First Class,25.1808
3591,0.0,17.94,3,East,Consumer,television,Second Class,4.485
3592,0.0,2625.12,8,East,Consumer,battery,Second Class,735.0336
3593,0.0,13.98,2,West,Consumer,chocolates,Standard Class,6.1512
3594,0.2,13.12,5,South,Consumer,television,Standard Class,1.476
3595,0.0,14.73,3,East,Corporate,headset,Standard Class,6.9231
3596,0.0,104.9,5,East,Corporate,laptop,Standard Class,25.176
3597,0.0,259.98,2,East,Home Office,chocolates,Second Class,88.3932
3598,0.0,59.94,3,East,Home Office,phone,Second Class,28.1718
3599,0.0,40.08,6,East,Home Office,phone,Second Class,19.2384
3600,0.4,748.752,8,East,Home Office,colddrinks,Standard Class,-162.2296
3601,0.0,113.82,3,West,Home Office,phone,Standard Class,53.4954
3602,0.0,107.97,3,West,Home Office,chocolates,Standard Class,22.6737
3603,0.0,29.79,3,East,Consumer,television,Standard Class,12.5118
3604,0.0,104.97,3,East,Corporate,chocolates,First Class,7.3479
3605,0.0,83.97,3,East,Corporate,colddrinks,First Class,23.5116
3606,0.0,6.24,2,South,Home Office,headset,Standard Class,3.0576
3607,0.2,283.92,5,West,Consumer,tshirts,Standard Class,17.745
3608,0.2,83.976,3,South,Consumer,chocolates,Standard Class,-1.0497
3609,0.45,375.4575,3,South,Consumer,hoodies,Standard Class,-157.0095
3610,0.0,599.99,1,Central,Corporate,fastfood,Standard Class,233.9961
3611,0.2,692.472,11,South,Corporate,shorts,Standard Class,190.4298
3612,0.0,10.95,3,East,Corporate,phone,Standard Class,5.1465
3613,0.0,61.04,4,East,Corporate,headset,Standard Class,30.52
3614,0.0,38.97,3,East,Home Office,shorts,Second Class,4.6764
3615,0.2,304.776,3,West,Corporate,colddrinks,Standard Class,22.8582
3616,0.0,307.98,2,East,Consumer,colddrinks,Second Class,89.3142
3617,0.0,653.55,3,Central,Home Office,hoodies,Second Class,111.1035
3618,0.0,92.94,3,West,Consumer,phone,Standard Class,41.823
3619,0.0,5.04,3,West,Consumer,lighting,Standard Class,0.2016
3620,0.0,371.97,3,West,Home Office,chocolates,Second Class,66.9546
3621,0.0,5.0,1,West,Home Office,lighting,Second Class,2.4
3622,0.0,11.65,5,East,Consumer,television,Standard Class,3.3785
3623,0.4,287.91,3,Central,Consumer,sweets,Standard Class,33.5895
3624,0.2,177.648,2,Central,Consumer,laptop,Standard Class,-28.8678
3625,0.0,66.69,3,West,Consumer,shorts,Standard Class,22.0077
3626,0.8,32.06,10,Central,Consumer,headset,Standard Class,-51.29600000000001
3627,0.2,84.78399999999999,2,Central,Consumer,laptop,Standard Class,-16.9568
3628,0.2,23.64,3,Central,Consumer,television,Standard Class,5.319
3629,0.2,76.64,2,Central,Consumer,phone,Standard Class,26.824
3630,0.7,1345.485,5,South,Corporate,headset,Standard Class,-1031.5385
3631,0.7,16.146,9,South,Corporate,headset,Standard Class,-12.9168
3632,0.0,715.2,3,East,Consumer,tshirts,Second Class,178.8
3633,0.2,24.4,2,East,Corporate,watch,Standard Class,7.93
3634,0.6,64.96,5,Central,Consumer,shorts,Standard Class,-84.448
3635,0.2,91.68,5,West,Consumer,headset,Standard Class,28.65
3636,0.2,52.272,11,East,Consumer,headset,Standard Class,17.6418
3637,0.0,17.94,3,East,Consumer,phone,Standard Class,8.073
3638,0.2,4.712,1,South,Corporate,shorts,Standard Class,1.4136
3639,0.7,39.879,7,South,Corporate,headset,Standard Class,-29.2446
3640,0.2,5.04,1,South,Corporate,tablet,Standard Class,1.6380000000000001
3641,0.2,31.504,11,South,Corporate,lighting,Standard Class,11.814
3642,0.1,577.764,2,East,Corporate,tshirts,Same Day,115.5528
3643,0.0,4643.8,4,East,Corporate,sweets,Same Day,2229.024
3644,0.0,11.82,3,East,Corporate,shorts,Same Day,4.728
3645,0.0,549.98,2,East,Corporate,colddrinks,Same Day,142.9948
3646,0.0,67.15,5,East,Corporate,laptop,Same Day,16.7875
3647,0.0,263.96,4,Central,Consumer,colddrinks,Standard Class,76.5484
3648,0.0,27.9,5,South,Consumer,television,Second Class,6.975
3649,0.0,265.86,7,South,Consumer,television,Second Class,79.758
3650,0.0,186.54,3,South,Consumer,shorts,Second Class,41.0388
3651,0.0,226.2,5,South,Consumer,colddrinks,Second Class,58.812
3652,0.0,44.43,3,South,Consumer,battery,Second Class,18.6606
3653,0.0,119.9,2,West,Consumer,chocolates,Standard Class,43.163999999999994
3654,0.8,10.475999999999999,6,Central,Consumer,headset,Standard Class,-17.2854
3655,0.0,7.3,2,East,Corporate,phone,Second Class,3.431
3656,0.0,4404.9,5,East,Corporate,pants,Standard Class,1013.127
3657,0.0,26.18,7,East,Corporate,lighting,Second Class,0.5236
3658,0.7,4.401,3,West,Consumer,headset,First Class,-3.5208
3659,0.0,96.96,6,West,Consumer,shorts,Standard Class,33.936
3660,0.1,109.764,2,East,Consumer,tshirts,Standard Class,8.5372
3661,0.0,447.93,9,West,Consumer,chocolates,Same Day,49.2723
3662,0.2,1038.84,5,West,Consumer,hoodies,Standard Class,51.942
3663,0.1,205.16400000000002,2,East,Consumer,tshirts,Standard Class,13.6776
3664,0.1,327.564,4,East,Consumer,tshirts,Second Class,21.8376
3665,0.0,301.96,2,South,Consumer,hoodies,Standard Class,45.294
3666,0.2,117.488,7,West,Consumer,headset,Standard Class,41.1208
3667,0.2,7.88,1,West,Consumer,television,First Class,1.7730000000000001
3668,0.0,1399.93,7,East,Consumer,chocolates,Standard Class,601.9699
3669,0.0,42.95,1,East,Consumer,colddrinks,Standard Class,1.2885
3670,0.0,259.7,5,East,Consumer,shorts,Standard Class,106.477
3671,0.0,13.52,4,East,Consumer,phone,Standard Class,6.2192
3672,0.0,4.95,1,East,Corporate,colddrinks,Standard Class,1.3365
3673,0.2,35.36,2,East,Home Office,chocolates,First Class,-3.094
3674,0.0,696.42,2,West,Corporate,hoodies,Standard Class,160.1766
3675,0.0,503.96,4,East,Consumer,colddrinks,Standard Class,125.99
3676,0.2,11.952,3,West,Consumer,headset,Standard Class,4.1832
3677,0.15,512.499,3,West,Consumer,pants,Standard Class,-30.147
3678,0.1,2621.322,11,East,Home Office,tshirts,First Class,553.3902
3679,0.2,7.08,3,West,Consumer,watch,First Class,2.478
3680,0.2,27.2,4,East,Consumer,charger,First Class,2.04
3681,0.7,7.218,3,East,Consumer,headset,First Class,-5.5338
3682,0.2,98.352,3,West,Consumer,headset,Same Day,35.6526
3683,0.0,62.8,4,West,Consumer,laptop,Same Day,15.7
3684,0.2,19.824,6,Central,Consumer,tablet,Standard Class,6.4428
3685,0.2,25.344,6,East,Corporate,headset,Standard Class,8.8704
3686,0.2,387.13599999999997,4,South,Consumer,battery,Standard Class,24.195999999999998
3687,0.2,207.0,3,South,Corporate,tshirts,Standard Class,25.875
3688,0.1,1448.82,10,East,Corporate,tshirts,First Class,209.274
3689,0.2,6.608,2,Central,Corporate,watch,Standard Class,2.1476
3690,0.0,42.6,3,West,Home Office,shorts,Standard Class,16.614
3691,0.0,89.97,3,West,Home Office,chocolates,Standard Class,37.7874
3692,0.2,1212.848,7,West,Home Office,colddrinks,Standard Class,106.1242
3693,0.0,197.72,4,South,Consumer,battery,First Class,55.3616
3694,0.2,344.704,2,Central,Corporate,colddrinks,Standard Class,38.7792
3695,0.8,29.372,7,Central,Corporate,headset,Standard Class,-46.9952
3696,0.2,190.72,1,West,Corporate,tshirts,Second Class,11.92
3697,0.2,11.352,3,East,Consumer,phone,Same Day,4.1151
3698,0.2,3.168,2,East,Home Office,lighting,First Class,-0.7128
3699,0.0,1024.38,7,Central,Consumer,hoodies,Standard Class,215.1198
3700,0.0,826.11,3,South,Corporate,battery,First Class,322.1829
3701,0.0,33.96,2,South,Corporate,watch,First Class,16.98
3702,0.0,37.0,5,East,Corporate,phone,Standard Class,16.65
3703,0.0,59.9,2,East,Corporate,chocolates,Standard Class,23.96
3704,0.0,37.6,2,East,Corporate,chocolates,Standard Class,2.256
3705,0.0,29.96,7,West,Consumer,phone,Standard Class,13.482000000000001
3706,0.15,683.332,4,West,Consumer,pants,Standard Class,-40.196
3707,0.0,76.14,3,East,Consumer,shorts,Standard Class,26.649
3708,0.2,9.872,2,West,Consumer,headset,Standard Class,3.4552
3709,0.2,111.96,5,South,Consumer,chocolates,Standard Class,-1.3995
3710,0.7,121.104,6,South,Consumer,headset,Standard Class,-100.92
3711,0.0,63.98,7,West,Home Office,shorts,Standard Class,21.7532
3712,0.2,339.96,5,West,Home Office,colddrinks,Standard Class,42.495
3713,0.2,84.96,6,South,Consumer,laptop,Standard Class,6.372000000000001
3714,0.0,96.08,2,Central,Consumer,phone,Standard Class,46.1184
3715,0.0,50.97,3,Central,Consumer,colddrinks,Standard Class,13.2522
3716,0.32,613.9992,3,Central,Consumer,pants,Standard Class,-18.0588
3717,0.0,19.96,2,East,Consumer,headset,Standard Class,9.3812
3718,0.2,47.983999999999995,2,East,Home Office,chocolates,Standard Class,-1.1996
3719,0.2,8.72,5,West,Corporate,lighting,First Class,2.289
3720,0.0,17.22,3,Central,Consumer,headset,Standard Class,7.9212
3721,0.0,999.96,4,Central,Home Office,chocolates,Second Class,229.9908
3722,0.0,185.58,6,Central,Home Office,shorts,Second Class,76.0878
3723,0.0,179.82,9,Central,Home Office,phone,Second Class,84.5154
3724,0.0,523.25,5,East,Home Office,battery,Standard Class,141.2775
3725,0.7,166.92,13,East,Corporate,headset,Standard Class,-116.844
3726,0.0,39.96,2,South,Home Office,shorts,Standard Class,14.3856
3727,0.0,119.04,6,East,Corporate,television,First Class,35.711999999999996
3728,0.2,34.944,6,East,Corporate,headset,First Class,11.7936
3729,0.0,70.95,3,East,Corporate,laptop,First Class,20.5755
3730,0.2,8.72,5,Central,Corporate,charger,Second Class,-1.744
3731,0.8,11.364,3,Central,Corporate,headset,Second Class,-17.046
3732,0.2,250.27200000000002,9,Central,Corporate,laptop,Second Class,15.642000000000001
3733,0.2,230.352,3,West,Consumer,tshirts,Standard Class,20.1558
3734,0.2,883.84,4,West,Consumer,tshirts,Standard Class,99.432
3735,0.2,159.968,4,West,Corporate,chocolates,First Class,29.994
3736,0.2,91.176,3,West,Corporate,chocolates,First Class,4.5588
3737,0.0,63.77,7,Central,Consumer,phone,Standard Class,28.6965
3738,0.6,17.496,9,Central,Consumer,shorts,Same Day,-7.4358
3739,0.0,214.11,3,Central,Home Office,hoodies,Second Class,36.3987
3740,0.0,299.97,3,East,Consumer,pants,Standard Class,56.9943
3741,0.0,74.76,3,Central,Home Office,headset,Standard Class,34.3896
3742,0.0,549.99,1,Central,Home Office,fastfood,Standard Class,274.995
3743,0.0,795.51,3,Central,Home Office,laptop,Standard Class,143.1918
3744,0.0,715.64,2,Central,Home Office,battery,Standard Class,178.91
3745,0.0,714.3,5,Central,Corporate,laptop,Second Class,207.14700000000002
3746,0.0,89.98,2,East,Consumer,colddrinks,Standard Class,43.1904
3747,0.0,10.74,3,Central,Home Office,headset,Same Day,5.1552
3748,0.0,29.22,3,Central,Home Office,shorts,Standard Class,12.8568
3749,0.0,2.48,2,West,Home Office,lighting,Standard Class,1.1656
3750,0.0,13.98,2,East,Consumer,chocolates,Second Class,6.0114
3751,0.0,12.24,6,East,Consumer,watch,Second Class,5.7528
3752,0.0,244.55,5,East,Consumer,laptop,Second Class,4.891
3753,0.0,17.94,3,East,Home Office,laptop,Standard Class,3.0498
3754,0.0,2321.9,2,East,Home Office,sweets,Standard Class,1114.512
3755,0.0,26.22,3,Central,Consumer,watch,Standard Class,12.3234
3756,0.0,17.34,3,Central,Consumer,phone,Standard Class,8.4966
3757,0.0,899.95,5,East,Consumer,chocolates,Second Class,53.997
3758,0.2,577.5840000000001,6,East,Consumer,laptop,Standard Class,43.3188
3759,0.0,79.9,2,West,Consumer,chocolates,Standard Class,35.156
3760,0.1,123.85799999999999,2,Central,Corporate,battery,Same Day,46.7908
3761,0.0,42.28,7,East,Consumer,phone,Standard Class,19.8716
3762,0.0,418.32,7,Central,Corporate,laptop,Same Day,117.1296
3763,0.2,115.296,3,South,Consumer,phone,Standard Class,40.3536
3764,0.7,36.882,3,West,Consumer,headset,Standard Class,-25.8174
3765,0.2,102.36,3,West,Consumer,shorts,Standard Class,-3.8385
3766,0.2,238.896,6,West,Consumer,chocolates,Standard Class,-26.8758
3767,0.0,15.56,2,East,Consumer,watch,Standard Class,7.3132
3768,0.2,223.888,7,Central,Corporate,watch,Standard Class,69.965
3769,0.0,377.97,3,East,Consumer,colddrinks,Standard Class,94.4925
3770,0.2,64.78399999999999,1,Central,Corporate,laptop,Standard Class,-14.5764
3771,0.2,146.136,3,South,Corporate,tshirts,Standard Class,16.4403
3772,0.2,100.792,1,South,Corporate,colddrinks,Standard Class,10.0792
3773,0.2,523.92,5,South,Corporate,tshirts,Standard Class,-72.039
3774,0.7,4.662,3,South,Corporate,headset,Standard Class,-3.7296
3775,0.7,5.2379999999999995,2,South,Corporate,headset,Standard Class,-4.0158
3776,0.2,11.76,5,South,Corporate,television,Standard Class,1.3230000000000002
3777,0.0,15.7,5,West,Corporate,phone,First Class,7.065
3778,0.2,15.552,3,Central,Corporate,phone,Standard Class,5.6376
3779,0.2,7.92,1,West,Consumer,watch,Standard Class,2.772
3780,0.3,359.05800000000005,3,Central,Consumer,pants,Standard Class,-71.8116
3781,0.2,255.968,4,Central,Consumer,chocolates,Standard Class,51.1936
3782,0.2,159.984,2,Central,Consumer,colddrinks,Standard Class,11.9988
3783,0.0,55.48,1,East,Corporate,phone,Standard Class,26.6304
3784,0.2,88.8,4,Central,Consumer,laptop,Standard Class,-2.22
3785,0.2,6.912000000000001,3,East,Consumer,tablet,First Class,2.5056
3786,0.2,158.376,3,Central,Consumer,colddrinks,Second Class,13.8579
3787,0.3,1053.164,4,East,Home Office,hoodies,Second Class,-105.3164
3788,0.0,2249.91,9,East,Home Office,chocolates,Second Class,517.4793
3789,0.0,29.9,5,East,Home Office,phone,Second Class,14.651
3790,0.0,116.28,3,Central,Corporate,phone,Second Class,56.9772
3791,0.0,7.04,2,Central,Corporate,headset,Second Class,3.3088
3792,0.2,88.83200000000001,4,East,Consumer,battery,First Class,7.7728
3793,0.2,3.552,2,East,Consumer,battery,First Class,0.444
3794,0.2,25.488000000000003,2,Central,Home Office,chocolates,Standard Class,4.779
3795,0.2,14.368,2,West,Consumer,shorts,Standard Class,3.9512
3796,0.3,422.625,7,East,Corporate,tshirts,First Class,0.0
3797,0.0,17.12,4,West,Consumer,phone,Second Class,7.704
3798,0.0,194.32,4,South,Consumer,battery,First Class,56.3528
3799,0.2,33.568000000000005,2,East,Corporate,laptop,First Class,1.6784
3800,0.0,17.12,4,Central,Home Office,television,Standard Class,4.9648
3801,0.6,51.756,3,Central,Home Office,shorts,Second Class,-33.6414
3802,0.2,637.44,8,Central,Home Office,chocolates,Second Class,135.45600000000002
3803,0.2,59.903999999999996,2,Central,Home Office,television,Second Class,14.2272
3804,0.3,600.53,2,Central,Home Office,sweets,Second Class,137.264
3805,0.2,11.696,2,South,Home Office,tablet,Standard Class,3.9474
3806,0.2,3.008,2,East,Corporate,television,Second Class,0.3384
3807,0.2,50.88,6,South,Consumer,chocolates,Standard Class,14.628
3808,0.2,47.976000000000006,3,South,Consumer,colddrinks,First Class,4.7976
3809,0.2,60.983999999999995,7,West,Corporate,battery,Standard Class,4.5738
3810,0.0,99.6,1,West,Consumer,chocolates,Second Class,36.852
3811,0.0,1618.37,13,West,Consumer,hoodies,Second Class,356.0414
3812,0.2,100.8,2,Central,Home Office,chocolates,First Class,21.42
3813,0.0,36.27,3,South,Consumer,battery,Standard Class,10.880999999999998
3814,0.2,27.311999999999998,2,South,Consumer,watch,Standard Class,9.2178
3815,0.2,434.352,3,East,Consumer,battery,First Class,43.4352
3816,0.0,142.36,2,Central,Consumer,tshirts,Same Day,38.4372
3817,0.2,675.96,5,West,Consumer,colddrinks,Standard Class,84.495
3818,0.2,262.86400000000003,7,East,Consumer,shorts,First Class,69.0018
3819,0.4,101.988,2,East,Consumer,colddrinks,First Class,-16.998
3820,0.7,1799.994,2,East,Consumer,sweets,First Class,-2639.9912
3821,0.2,2025.36,6,East,Consumer,chocolates,First Class,607.6080000000001
3822,0.2,51.312,3,West,Consumer,headset,Standard Class,18.6006
3823,0.0,899.91,9,West,Consumer,chocolates,Standard Class,377.9622
3824,0.0,103.92,4,West,Consumer,battery,Standard Class,36.372
3825,0.2,246.168,3,South,Corporate,colddrinks,Standard Class,21.5397
3826,0.0,3.28,1,East,Home Office,television,Standard Class,1.4104
3827,0.2,34.248000000000005,3,West,Corporate,headset,Second Class,11.5587
3828,0.0,6.48,1,West,Corporate,phone,Second Class,3.1104
3829,0.2,55.263999999999996,2,West,Corporate,headset,Second Class,20.724
3830,0.0,50.0,2,West,Consumer,chocolates,Second Class,10.5
3831,0.0,29.22,3,West,Consumer,shorts,Standard Class,12.8568
3832,0.2,5.584,2,East,Consumer,lighting,First Class,1.8148
3833,0.0,15.24,3,West,Home Office,shorts,Standard Class,5.1816
3834,0.2,273.568,2,West,Corporate,hoodies,Second Class,10.2588
3835,0.0,1265.85,3,West,Consumer,chocolates,Standard Class,556.974
3836,0.0,4.98,1,West,Consumer,phone,First Class,2.3406
3837,0.0,302.94,3,Central,Consumer,tshirts,Same Day,48.4704
3838,0.2,20.736,4,East,Home Office,phone,Same Day,7.2576
3839,0.2,20.32,5,South,Corporate,shorts,Standard Class,3.556
3840,0.2,18.432000000000002,8,South,Corporate,tablet,Standard Class,5.9904
3841,0.2,55.93600000000001,8,South,Corporate,watch,Standard Class,18.8784
3842,0.2,6.848,2,West,Corporate,television,Standard Class,0.5992
3843,0.0,166.24,1,East,Consumer,chocolates,Same Day,24.936
3844,0.2,646.776,9,East,Consumer,laptop,Standard Class,-145.5246
3845,0.0,29.52,4,Central,Consumer,headset,Same Day,14.4648
3846,0.2,92.96,2,West,Consumer,headset,Second Class,31.374000000000002
3847,0.2,135.984,2,West,Consumer,colddrinks,Second Class,16.998
3848,0.0,204.85,5,West,Consumer,television,Second Class,53.261
3849,0.2,13.12,5,Central,Consumer,television,Standard Class,1.476
3850,0.6,41.552,2,Central,Consumer,shorts,Standard Class,-19.7372
3851,0.2,180.016,1,Central,Consumer,laptop,Standard Class,-15.7514
3852,0.0,212.13,3,Central,Consumer,shorts,Same Day,14.8491
3853,0.0,546.66,9,Central,Consumer,tshirts,Same Day,136.665
3854,0.0,16.4,5,West,Consumer,television,Second Class,7.0520000000000005
3855,0.2,22.704,6,East,Consumer,phone,First Class,8.2302
3856,0.3,212.058,3,Central,Home Office,tshirts,Standard Class,-15.147
3857,0.2,72.704,4,East,Consumer,shorts,First Class,19.0848
